goalkeeping_kicking,attacking_finishing,defending_marking,age
-0.07301018649909972,2.5216697534268477,-0.6893171164423887,32
-0.07301018649909972,2.470633913184291,-0.938188017843526,34
-0.07301018649909972,2.1133830314863937,-0.9879621981237535,27
3.719152731693249,-1.7653408269479207,-0.9879621981237535,26
-0.6147477462408638,1.9602755107587235,-0.6395429361621613,28
-0.6749408084343931,1.85820383027361,1.0527791933655726,28
4.321083353628542,-1.6122333062202503,-1.0875105586842084,27
-0.1933963108861584,0.3271286229969069,2.197585339810804,27
-0.5545546840473344,1.3478454278480423,1.0527791933655726,33
-0.4341685596602758,2.266490552214064,-0.4404462150412514,27
-0.5545546840473344,2.2154547119715073,-0.6395429361621613,20
-0.5545546840473344,-1.203946584279796,2.197585339810804,28
-0.3137824352732171,2.470633913184291,0.45548903000284297,25
4.140504167047954,-1.663269146462807,-1.585252361486483,26
3.8997319182738366,-1.663269146462807,-1.0875105586842084,28
-0.3739754974667464,0.9905945461501449,2.1478111595305767,28
-0.8555199950149811,-0.6425523416116717,2.3469078806514867,34
-0.6147477462408638,2.4195980729417346,-0.8386396572830711,31
-0.4341685596602758,0.8885228656650314,1.8989402581294395,33
0.8900788085973698,2.317526392456621,0.5052632102830704,32
-0.25358937307968776,2.1644188717289508,-0.6395429361621613,30
-0.1933963108861584,1.0926662266352585,2.1478111595305767,30
-0.13320324869262906,2.2154547119715073,0.6048115708435253,28
-0.7351338706279225,1.7561321497884965,-0.7390912967226162,25
-0.8555199950149811,1.5009529485757125,0.8039082919644353,26
4.622048664596189,-1.6122333062202503,-0.8884138375632986,25
-0.25358937307968776,1.9092396705161667,0.0075214074807957755,24
-0.5545546840473344,1.603024629060826,0.6048115708435253,27
3.3579943585320726,-1.6122333062202503,-1.3363814600853459,27
-0.13320324869262906,0.9905945461501449,2.0980369792503493,32
3.1774151719514845,-1.8163766671904773,-1.0875105586842084,34
4.50166254020913,-1.663269146462807,-1.485704000926028,33
3.117222109757955,-1.8163766671904773,-0.8884138375632986,32
-0.5545546840473344,1.3478454278480423,0.6048115708435253,33
-0.1933963108861584,2.1644188717289508,0.5052632102830704,32
-0.07301018649909972,-0.18322977942866078,2.1478111595305767,33
-0.1933963108861584,1.5009529485757125,1.2518759144864824,29
-0.1933963108861584,2.1133830314863937,0.1070697680412507,30
-0.07301018649909972,2.2154547119715073,-0.9879621981237535,30
-0.07301018649909972,2.1133830314863937,-0.24134949392034155,27
-0.6749408084343931,-0.03012225870099048,2.048262798970122,25
-0.13320324869262906,1.654060469303383,0.1070697680412507,24
-0.012817124305570386,0.9395587059075882,1.849166077849212,27
-0.1933963108861584,2.062347191243837,0.05729558776102324,26
-0.6749408084343931,1.1947379071203719,1.9984886186898942,34
-0.6749408084343931,-0.2853014599137743,2.048262798970122,34
-0.6749408084343931,1.9602755107587235,0.0075214074807957755,31
-0.4341685596602758,0.5312719839671339,2.0980369792503493,32
-0.4943616218538051,2.062347191243837,-1.0875105586842084,32
-0.3739754974667464,0.4802361437245772,2.1478111595305767,30
-0.13320324869262906,-0.03012225870099048,2.1478111595305767,30
-0.1933963108861584,1.398881268090599,1.3514242750469374,30
-0.5545546840473344,1.1947379071203719,1.003005013085345,28
3.5385735451126608,-1.5611974659776935,-0.938188017843526,32
-0.13320324869262906,1.603024629060826,0.1070697680412507,28
-0.4341685596602758,1.807167990031053,-0.5399945756017064,23
-0.25358937307968776,-0.6425523416116717,1.9487144384096668,25
-0.25358937307968776,-0.18322977942866078,2.2473595200910315,24
-0.07301018649909972,0.735415344937361,1.5505209961678472,26
-0.13320324869262906,0.2760927827543501,1.9984886186898942,25
3.418187420725602,-1.714304986705364,-1.3363814600853459,29
-0.5545546840473344,1.0416303863927017,1.5505209961678472,24
-0.25358937307968776,1.7050963095459397,0.5550373905632979,27
-0.4341685596602758,2.01131135100128,0.6545857511237528,27
-0.25358937307968776,1.654060469303383,1.4509726356073922,31
-0.1933963108861584,0.5312719839671339,1.5505209961678472,29
-0.3137824352732171,1.5519887888182693,-0.291123674200569,31
-0.7953269328214518,0.12298526202667982,2.1478111595305767,32
-0.4341685596602758,1.603024629060826,0.4057148497226155,27
-0.25358937307968776,1.7561321497884965,1.1025533736458,30
-0.3137824352732171,2.1133830314863937,-0.14180113335988662,29
-0.07301018649909972,2.1133830314863937,-0.6395429361621613,29
-0.4341685596602758,2.1133830314863937,-0.8884138375632986,28
-0.3137824352732171,0.22505694251179337,1.9487144384096668,19
3.4783804829191314,-1.714304986705364,-1.3363814600853459,20
-0.3739754974667464,0.9395587059075882,1.4011984553271648,22
-0.4341685596602758,-0.2853014599137743,1.9984886186898942,26
-0.13320324869262906,-1.203946584279796,1.8989402581294395,23
-0.5545546840473344,1.7561321497884965,1.4011984553271648,24
-0.5545546840473344,0.9395587059075882,1.749617717288757,23
-0.25358937307968776,1.654060469303383,1.5007468158876196,24
-0.6147477462408638,1.0416303863927017,1.849166077849212,25
-0.3739754974667464,0.5823078242096907,1.6998435370085296,25
-0.5545546840473344,-0.4384089806414446,2.048262798970122,24
-0.4341685596602758,-0.33633730015633106,2.1478111595305767,24
-0.07301018649909972,1.603024629060826,0.9532308328051176,24
3.5385735451126608,-1.4080899452500233,-1.684800722046938,28
3.8997319182738366,-1.8163766671904773,-1.0875105586842084,29
3.4783804829191314,-1.918448347675591,-1.784349082607393,28
-0.13320324869262906,1.9602755107587235,-0.8386396572830711,26
-0.4943616218538051,-1.0508390635521259,1.9984886186898942,28
3.7793457938867783,-1.5611974659776935,-1.485704000926028,29
-0.13320324869262906,0.8885228656650314,1.650069356728302,27
-0.6749408084343931,2.2154547119715073,-0.09202695307965915,26
-0.07301018649909972,-0.23426561967121756,1.7993918975689844,27
-0.3137824352732171,1.398881268090599,-0.14180113335988662,26
-0.3739754974667464,2.062347191243837,-0.938188017843526,37
-0.25358937307968776,1.7050963095459397,0.15684394832147816,31
-0.5545546840473344,2.1644188717289508,-0.5897687558819338,31
-0.6749408084343931,0.735415344937361,1.8989402581294395,32
-0.3137824352732171,1.9602755107587235,0.355940669442388,29
-0.6749408084343931,1.398881268090599,1.202101734206255,31
-0.5545546840473344,1.2968095876054855,1.749617717288757,30
-0.4341685596602758,0.4802361437245772,1.6998435370085296,28
-0.4341685596602758,2.1644188717289508,-0.3906720347610239,31
-0.6749408084343931,1.3478454278480423,1.3514242750469374,27
-0.07301018649909972,1.9092396705161667,0.2563923088819331,27
-0.6749408084343931,1.449917108333156,2.048262798970122,28
